"","time","posX","posY","orientation","mac","signal","rawTime"
"435",2006-02-11 15:14:48,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692488408
"436",2006-02-11 15:14:48,0,0.05,135,"00:0f:a3:39:dd:cd",-62,1139692488408
"441",2006-02-11 15:14:48,0,0.05,135,"00:14:bf:b1:97:8a",-39,1139692488660
"442",2006-02-11 15:14:48,0,0.05,135,"00:14:bf:b1:97:8a",-40,1139692488660
"443",2006-02-11 15:14:48,0,0.05,135,"00:0f:a3:39:e1:c0",-53,1139692488660
"444",2006-02-11 15:14:48,0,0.05,135,"00:14:bf:b1:97:90",-58,1139692488660
"445",2006-02-11 15:14:48,0,0.05,135,"00:14:bf:b1:97:8d",-64,1139692488660
"446",2006-02-11 15:14:48,0,0.05,135,"00:14:bf:3b:c7:c6",-68,1139692488660
"448",2006-02-11 15:14:48,0,0.05,135,"00:0f:a3:39:dd:cd",-63,1139692488660
"451",2006-02-11 15:14:48,0,0.05,135,"00:14:bf:b1:97:8a",-41,1139692488912
"452",2006-02-11 15:14:48,0,0.05,135,"00:0f:a3:39:e1:c0",-52,1139692488912
"453",2006-02-11 15:14:48,0,0.05,135,"00:14:bf:b1:97:90",-58,1139692488912
"454",2006-02-11 15:14:48,0,0.05,135,"00:14:bf:3b:c7:c6",-63,1139692488912
"456",2006-02-11 15:14:48,0,0.05,135,"00:0f:a3:39:dd:cd",-62,1139692488912
"460",2006-02-11 15:14:49,0,0.05,135,"00:0f:a3:39:e1:c0",-52,1139692489164
"461",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:b1:97:8a",-39,1139692489164
"462",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:b1:97:8d",-64,1139692489164
"463",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:b1:97:90",-58,1139692489164
"465",2006-02-11 15:14:49,0,0.05,135,"00:0f:a3:39:dd:cd",-62,1139692489164
"466",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:3b:c7:c6",-58,1139692489164
"469",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:b1:97:8a",-38,1139692489416
"470",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:b1:97:90",-46,1139692489416
"471",2006-02-11 15:14:49,0,0.05,135,"00:0f:a3:39:e1:c0",-52,1139692489416
"472",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:3b:c7:c6",-63,1139692489416
"473",2006-02-11 15:14:49,0,0.05,135,"00:0f:a3:39:dd:cd",-61,1139692489416
"474",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692489416
"475",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:b1:97:81",-70,1139692489416
"480",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:b1:97:8a",-39,1139692489668
"481",2006-02-11 15:14:49,0,0.05,135,"00:0f:a3:39:e1:c0",-51,1139692489668
"482",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:b1:97:90",-52,1139692489668
"483",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:b1:97:81",-58,1139692489668
"484",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692489668
"485",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692489668
"486",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:3b:c7:c6",-63,1139692489668
"488",2006-02-11 15:14:49,0,0.05,135,"00:0f:a3:39:dd:cd",-62,1139692489668
"492",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:b1:97:8a",-41,1139692489920
"493",2006-02-11 15:14:49,0,0.05,135,"00:0f:a3:39:e1:c0",-52,1139692489920
"494",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692489920
"495",2006-02-11 15:14:49,0,0.05,135,"00:14:bf:b1:97:90",-57,1139692489920
"496",2006-02-11 15:14:49,0,0.05,135,"00:0f:a3:39:dd:cd",-62,1139692489920
"501",2006-02-11 15:14:50,0,0.05,135,"00:0f:a3:39:e1:c0",-51,1139692490172
"502",2006-02-11 15:14:50,0,0.05,135,"00:14:bf:b1:97:8a",-39,1139692490172
"503",2006-02-11 15:14:50,0,0.05,135,"00:14:bf:b1:97:81",-61,1139692490172
"504",2006-02-11 15:14:50,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692490172
"505",2006-02-11 15:14:50,0,0.05,135,"00:0f:a3:39:dd:cd",-62,1139692490172
"510",2006-02-11 15:14:50,0,0.05,135,"00:14:bf:b1:97:8a",-43,1139692490424
"511",2006-02-11 15:14:50,0,0.05,135,"00:14:bf:b1:97:90",-58,1139692490424
"512",2006-02-11 15:14:50,0,0.05,135,"00:0f:a3:39:e1:c0",-51,1139692490424
"513",2006-02-11 15:14:50,0,0.05,135,"00:14:bf:3b:c7:c6",-60,1139692490424
"514",2006-02-11 15:14:50,0,0.05,135,"00:14:bf:b1:97:81",-61,1139692490424
"516",2006-02-11 15:14:50,0,0.05,135,"00:0f:a3:39:dd:cd",-64,1139692490424
"519",2006-02-11 15:14:50,0,0.05,135,"00:14:bf:b1:97:8a",-43,1139692490676
"520",2006-02-11 15:14:50,0,0.05,135,"00:14:bf:b1:97:90",-56,1139692490676
"521",2006-02-11 15:14:50,0,0.05,135,"00:0f:a3:39:e1:c0",-52,1139692490676
"522",2006-02-11 15:14:50,0,0.05,135,"00:14:bf:3b:c7:c6",-60,1139692490676
"523",2006-02-11 15:14:50,0,0.05,135,"00:14:bf:b1:97:81",-60,1139692490676
"524",2006-02-11 15:14:50,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692490676
"526",2006-02-11 15:14:50,0,0.05,135,"00:0f:a3:39:dd:cd",-61,1139692490676
"530",2006-02-11 15:14:50,0,0.05,135,"00:14:bf:b1:97:8a",-38,1139692490928
"531",2006-02-11 15:14:50,0,0.05,135,"00:14:bf:b1:97:8a",-38,1139692490928
"532",2006-02-11 15:14:50,0,0.05,135,"00:14:bf:b1:97:90",-51,1139692490928
"533",2006-02-11 15:14:50,0,0.05,135,"00:0f:a3:39:e1:c0",-53,1139692490928
"534",2006-02-11 15:14:50,0,0.05,135,"00:14:bf:b1:97:8d",-64,1139692490928
"535",2006-02-11 15:14:50,0,0.05,135,"00:14:bf:3b:c7:c6",-63,1139692490928
"538",2006-02-11 15:14:50,0,0.05,135,"00:0f:a3:39:dd:cd",-66,1139692490928
"542",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:b1:97:90",-57,1139692491180
"543",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692491180
"544",2006-02-11 15:14:51,0,0.05,135,"00:0f:a3:39:e1:c0",-53,1139692491180
"545",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:b1:97:81",-62,1139692491180
"546",2006-02-11 15:14:51,0,0.05,135,"00:0f:a3:39:dd:cd",-64,1139692491180
"547",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:3b:c7:c6",-63,1139692491180
"552",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:b1:97:8a",-38,1139692491432
"553",2006-02-11 15:14:51,0,0.05,135,"00:0f:a3:39:e1:c0",-51,1139692491432
"554",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:b1:97:90",-50,1139692491432
"555",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:3b:c7:c6",-62,1139692491432
"556",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:b1:97:8d",-64,1139692491432
"558",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:b1:97:81",-62,1139692491432
"559",2006-02-11 15:14:51,0,0.05,135,"00:0f:a3:39:dd:cd",-61,1139692491432
"562",2006-02-11 15:14:51,0,0.05,135,"00:0f:a3:39:e1:c0",-53,1139692491684
"563",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:b1:97:8a",-38,1139692491684
"564",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:b1:97:81",-60,1139692491684
"565",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:3b:c7:c6",-63,1139692491684
"566",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:b1:97:90",-57,1139692491684
"567",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:b1:97:8d",-64,1139692491684
"569",2006-02-11 15:14:51,0,0.05,135,"00:0f:a3:39:dd:cd",-62,1139692491684
"573",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:b1:97:90",-58,1139692491936
"574",2006-02-11 15:14:51,0,0.05,135,"00:0f:a3:39:e1:c0",-51,1139692491936
"575",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:b1:97:81",-59,1139692491936
"576",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:b1:97:8a",-40,1139692491936
"577",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:b1:97:8d",-64,1139692491936
"578",2006-02-11 15:14:51,0,0.05,135,"00:14:bf:3b:c7:c6",-69,1139692491936
"580",2006-02-11 15:14:51,0,0.05,135,"00:0f:a3:39:dd:cd",-63,1139692491936
"584",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:b1:97:8a",-39,1139692492188
"585",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:b1:97:8a",-40,1139692492188
"586",2006-02-11 15:14:52,0,0.05,135,"00:0f:a3:39:e1:c0",-52,1139692492188
"587",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692492188
"588",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:3b:c7:c6",-63,1139692492188
"589",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:b1:97:81",-62,1139692492188
"590",2006-02-11 15:14:52,0,0.05,135,"00:0f:a3:39:dd:cd",-62,1139692492188
"593",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:b1:97:8a",-39,1139692492440
"594",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:b1:97:8a",-40,1139692492440
"595",2006-02-11 15:14:52,0,0.05,135,"00:0f:a3:39:e1:c0",-53,1139692492440
"596",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:3b:c7:c6",-67,1139692492440
"597",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692492440
"598",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:b1:97:81",-69,1139692492440
"600",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:b1:97:90",-51,1139692492440
"602",2006-02-11 15:14:52,0,0.05,135,"00:0f:a3:39:dd:cd",-63,1139692492440
"603",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:b1:97:8a",-40,1139692492692
"604",2006-02-11 15:14:52,0,0.05,135,"00:0f:a3:39:e1:c0",-51,1139692492692
"605",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:b1:97:90",-57,1139692492692
"606",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:b1:97:8d",-62,1139692492692
"607",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:3b:c7:c6",-63,1139692492692
"608",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:b1:97:81",-62,1139692492692
"609",2006-02-11 15:14:52,0,0.05,135,"00:0f:a3:39:dd:cd",-63,1139692492692
"614",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:b1:97:90",-51,1139692492944
"615",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:b1:97:8a",-41,1139692492944
"616",2006-02-11 15:14:52,0,0.05,135,"00:0f:a3:39:e1:c0",-54,1139692492944
"617",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:b1:97:81",-59,1139692492944
"618",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:b1:97:8d",-62,1139692492944
"619",2006-02-11 15:14:52,0,0.05,135,"00:14:bf:3b:c7:c6",-69,1139692492944
"620",2006-02-11 15:14:52,0,0.05,135,"00:0f:a3:39:dd:cd",-62,1139692492944
"624",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:b1:97:8a",-38,1139692493196
"625",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:b1:97:90",-56,1139692493196
"626",2006-02-11 15:14:53,0,0.05,135,"00:0f:a3:39:e1:c0",-53,1139692493196
"627",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692493196
"628",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:b1:97:81",-62,1139692493196
"629",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:3b:c7:c6",-60,1139692493196
"631",2006-02-11 15:14:53,0,0.05,135,"00:0f:a3:39:dd:cd",-62,1139692493196
"636",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:b1:97:8a",-38,1139692493448
"637",2006-02-11 15:14:53,0,0.05,135,"00:0f:a3:39:e1:c0",-54,1139692493448
"638",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:b1:97:90",-58,1139692493448
"639",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692493448
"640",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:3b:c7:c6",-62,1139692493448
"641",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:b1:97:81",-70,1139692493448
"642",2006-02-11 15:14:53,0,0.05,135,"00:0f:a3:39:dd:cd",-62,1139692493448
"646",2006-02-11 15:14:53,0,0.05,135,"00:0f:a3:39:e1:c0",-54,1139692493700
"647",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:b1:97:8a",-41,1139692493700
"648",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:b1:97:90",-57,1139692493700
"649",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:3b:c7:c6",-63,1139692493700
"650",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:b1:97:81",-61,1139692493700
"651",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:b1:97:8d",-64,1139692493700
"652",2006-02-11 15:14:53,0,0.05,135,"00:0f:a3:39:dd:cd",-63,1139692493700
"657",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:b1:97:8a",-41,1139692493952
"658",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:b1:97:90",-57,1139692493952
"659",2006-02-11 15:14:53,0,0.05,135,"00:0f:a3:39:e1:c0",-54,1139692493952
"660",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:3b:c7:c6",-63,1139692493952
"661",2006-02-11 15:14:53,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692493952
"663",2006-02-11 15:14:53,0,0.05,135,"00:0f:a3:39:dd:cd",-62,1139692493952
"665",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:b1:97:8a",-40,1139692494204
"666",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:b1:97:8a",-40,1139692494204
"667",2006-02-11 15:14:54,0,0.05,135,"00:0f:a3:39:e1:c0",-53,1139692494204
"668",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:3b:c7:c6",-63,1139692494204
"669",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692494204
"671",2006-02-11 15:14:54,0,0.05,135,"00:0f:a3:39:dd:cd",-62,1139692494204
"674",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:b1:97:8a",-40,1139692494456
"675",2006-02-11 15:14:54,0,0.05,135,"00:0f:a3:39:e1:c0",-54,1139692494456
"676",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:3b:c7:c6",-59,1139692494456
"677",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:b1:97:90",-57,1139692494456
"678",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:b1:97:81",-63,1139692494456
"679",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:b1:97:8d",-64,1139692494456
"681",2006-02-11 15:14:54,0,0.05,135,"00:0f:a3:39:dd:cd",-61,1139692494456
"685",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:b1:97:8a",-41,1139692494708
"686",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:b1:97:8a",-41,1139692494708
"687",2006-02-11 15:14:54,0,0.05,135,"00:0f:a3:39:e1:c0",-51,1139692494708
"688",2006-02-11 15:14:54,0,0.05,135,"00:0f:a3:39:dd:cd",-63,1139692494708
"689",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:3b:c7:c6",-62,1139692494708
"690",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:b1:97:8d",-64,1139692494708
"693",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:b1:97:81",-59,1139692494708
"695",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:b1:97:8a",-41,1139692494960
"696",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:b1:97:90",-46,1139692494960
"697",2006-02-11 15:14:54,0,0.05,135,"00:0f:a3:39:e1:c0",-52,1139692494960
"698",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:3b:c7:c6",-61,1139692494960
"699",2006-02-11 15:14:54,0,0.05,135,"00:0f:a3:39:dd:cd",-64,1139692494960
"700",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:b1:97:81",-69,1139692494960
"702",2006-02-11 15:14:54,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692494960
"706",2006-02-11 15:14:55,0,0.05,135,"00:0f:a3:39:e1:c0",-53,1139692495212
"707",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:b1:97:8d",-64,1139692495212
"708",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:b1:97:8a",-41,1139692495212
"709",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:3b:c7:c6",-64,1139692495212
"710",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:b1:97:81",-63,1139692495212
"711",2006-02-11 15:14:55,0,0.05,135,"00:0f:a3:39:dd:cd",-68,1139692495212
"712",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:b1:97:90",-56,1139692495212
"717",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:b1:97:8a",-40,1139692495464
"718",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:b1:97:8a",-40,1139692495464
"719",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:b1:97:90",-57,1139692495464
"720",2006-02-11 15:14:55,0,0.05,135,"00:0f:a3:39:e1:c0",-52,1139692495464
"721",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692495464
"722",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:b1:97:81",-62,1139692495464
"723",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:3b:c7:c6",-69,1139692495464
"726",2006-02-11 15:14:55,0,0.05,135,"00:0f:a3:39:dd:cd",-64,1139692495464
"729",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:b1:97:8a",-39,1139692495716
"730",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:b1:97:90",-50,1139692495716
"731",2006-02-11 15:14:55,0,0.05,135,"00:0f:a3:39:e1:c0",-51,1139692495716
"732",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:b1:97:8d",-64,1139692495716
"733",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:3b:c7:c6",-63,1139692495716
"734",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:b1:97:81",-69,1139692495716
"736",2006-02-11 15:14:55,0,0.05,135,"00:0f:a3:39:dd:cd",-64,1139692495716
"739",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:b1:97:90",-52,1139692495968
"740",2006-02-11 15:14:55,0,0.05,135,"00:0f:a3:39:e1:c0",-52,1139692495968
"741",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:b1:97:8a",-39,1139692495968
"742",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:b1:97:8d",-62,1139692495968
"743",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:3b:c7:c6",-61,1139692495968
"744",2006-02-11 15:14:55,0,0.05,135,"00:0f:a3:39:dd:cd",-63,1139692495968
"745",2006-02-11 15:14:55,0,0.05,135,"00:14:bf:b1:97:81",-69,1139692495968
"749",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:b1:97:8a",-39,1139692496224
"750",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692496224
"751",2006-02-11 15:14:56,0,0.05,135,"00:0f:a3:39:e1:c0",-53,1139692496224
"752",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:b1:97:90",-57,1139692496224
"753",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:b1:97:81",-61,1139692496224
"754",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:3b:c7:c6",-60,1139692496224
"756",2006-02-11 15:14:56,0,0.05,135,"00:0f:a3:39:dd:cd",-62,1139692496224
"759",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:b1:97:8a",-40,1139692496476
"760",2006-02-11 15:14:56,0,0.05,135,"00:0f:a3:39:e1:c0",-54,1139692496476
"761",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:b1:97:90",-58,1139692496476
"762",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:b1:97:90",-58,1139692496476
"763",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:3b:c7:c6",-69,1139692496476
"765",2006-02-11 15:14:56,0,0.05,135,"00:0f:a3:39:dd:cd",-62,1139692496476
"768",2006-02-11 15:14:56,0,0.05,135,"00:0f:a3:39:e1:c0",-52,1139692496728
"769",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:b1:97:8a",-40,1139692496728
"770",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:b1:97:8a",-41,1139692496728
"771",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:b1:97:90",-58,1139692496728
"772",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692496728
"773",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:b1:97:8d",-64,1139692496728
"774",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:b1:97:81",-62,1139692496728
"776",2006-02-11 15:14:56,0,0.05,135,"00:0f:a3:39:dd:cd",-63,1139692496728
"780",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:b1:97:8a",-38,1139692496980
"781",2006-02-11 15:14:56,0,0.05,135,"00:0f:a3:39:e1:c0",-54,1139692496980
"782",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:b1:97:8d",-62,1139692496980
"783",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:b1:97:81",-62,1139692496980
"784",2006-02-11 15:14:56,0,0.05,135,"00:14:bf:3b:c7:c6",-63,1139692496980
"786",2006-02-11 15:14:56,0,0.05,135,"00:0f:a3:39:dd:cd",-61,1139692496980
"790",2006-02-11 15:14:57,0,0.05,135,"00:14:bf:b1:97:8a",-38,1139692497232
"791",2006-02-11 15:14:57,0,0.05,135,"00:0f:a3:39:e1:c0",-54,1139692497232
"792",2006-02-11 15:14:57,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692497232
"793",2006-02-11 15:14:57,0,0.05,135,"00:14:bf:b1:97:81",-63,1139692497232
"795",2006-02-11 15:14:57,0,0.05,135,"00:0f:a3:39:dd:cd",-63,1139692497232
"796",2006-02-11 15:14:57,0,0.05,135,"00:14:bf:3b:c7:c6",-63,1139692497232
"801",2006-02-11 15:14:57,0,0.05,135,"00:14:bf:b1:97:90",-58,1139692497484
"802",2006-02-11 15:14:57,0,0.05,135,"00:0f:a3:39:e1:c0",-54,1139692497484
"803",2006-02-11 15:14:57,0,0.05,135,"00:14:bf:b1:97:8a",-40,1139692497484
"805",2006-02-11 15:14:57,0,0.05,135,"00:0f:a3:39:dd:cd",-63,1139692497484
"809",2006-02-11 15:14:57,0,0.05,135,"00:14:bf:b1:97:8a",-38,1139692497736
"810",2006-02-11 15:14:57,0,0.05,135,"00:14:bf:b1:97:90",-57,1139692497736
"811",2006-02-11 15:14:57,0,0.05,135,"00:0f:a3:39:e1:c0",-53,1139692497736
"812",2006-02-11 15:14:57,0,0.05,135,"00:14:bf:b1:97:8d",-64,1139692497736
"813",2006-02-11 15:14:57,0,0.05,135,"00:14:bf:b1:97:81",-64,1139692497736
"814",2006-02-11 15:14:57,0,0.05,135,"00:14:bf:3b:c7:c6",-63,1139692497736
"815",2006-02-11 15:14:57,0,0.05,135,"00:0f:a3:39:dd:cd",-61,1139692497736
"820",2006-02-11 15:14:57,0,0.05,135,"00:14:bf:b1:97:8a",-40,1139692497988
"821",2006-02-11 15:14:57,0,0.05,135,"00:14:bf:b1:97:90",-57,1139692497988
"822",2006-02-11 15:14:57,0,0.05,135,"00:0f:a3:39:e1:c0",-53,1139692497988
"823",2006-02-11 15:14:57,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692497988
"824",2006-02-11 15:14:57,0,0.05,135,"00:0f:a3:39:dd:cd",-64,1139692497988
"825",2006-02-11 15:14:57,0,0.05,135,"00:14:bf:b1:97:81",-63,1139692497988
"830",2006-02-11 15:14:58,0,0.05,135,"00:14:bf:b1:97:8a",-40,1139692498240
"831",2006-02-11 15:14:58,0,0.05,135,"00:14:bf:b1:97:90",-57,1139692498240
"832",2006-02-11 15:14:58,0,0.05,135,"00:0f:a3:39:e1:c0",-54,1139692498240
"833",2006-02-11 15:14:58,0,0.05,135,"00:14:bf:3b:c7:c6",-61,1139692498240
"834",2006-02-11 15:14:58,0,0.05,135,"00:14:bf:b1:97:8d",-64,1139692498240
"837",2006-02-11 15:14:58,0,0.05,135,"00:0f:a3:39:dd:cd",-66,1139692498240
"840",2006-02-11 15:14:58,0,0.05,135,"00:14:bf:b1:97:8a",-41,1139692498493
"841",2006-02-11 15:14:58,0,0.05,135,"00:0f:a3:39:e1:c0",-53,1139692498493
"842",2006-02-11 15:14:58,0,0.05,135,"00:14:bf:b1:97:90",-56,1139692498493
"843",2006-02-11 15:14:58,0,0.05,135,"00:14:bf:b1:97:90",-56,1139692498493
"844",2006-02-11 15:14:58,0,0.05,135,"00:14:bf:3b:c7:c6",-60,1139692498493
"845",2006-02-11 15:14:58,0,0.05,135,"00:0f:a3:39:dd:cd",-64,1139692498493
"846",2006-02-11 15:14:58,0,0.05,135,"00:14:bf:b1:97:81",-64,1139692498493
"851",2006-02-11 15:14:58,0,0.05,135,"00:14:bf:b1:97:8a",-39,1139692498744
"852",2006-02-11 15:14:58,0,0.05,135,"00:0f:a3:39:e1:c0",-53,1139692498744
"853",2006-02-11 15:14:58,0,0.05,135,"00:14:bf:b1:97:90",-56,1139692498744
"854",2006-02-11 15:14:58,0,0.05,135,"00:14:bf:3b:c7:c6",-63,1139692498744
"855",2006-02-11 15:14:58,0,0.05,135,"00:14:bf:b1:97:81",-61,1139692498744
"856",2006-02-11 15:14:58,0,0.05,135,"00:0f:a3:39:dd:cd",-67,1139692498744
"861",2006-02-11 15:14:59,0,0.05,135,"00:14:bf:b1:97:8a",-40,1139692499001
"862",2006-02-11 15:14:59,0,0.05,135,"00:0f:a3:39:e1:c0",-51,1139692499001
"863",2006-02-11 15:14:59,0,0.05,135,"00:14:bf:b1:97:90",-57,1139692499001
"864",2006-02-11 15:14:59,0,0.05,135,"00:14:bf:b1:97:8d",-61,1139692499001
"865",2006-02-11 15:14:59,0,0.05,135,"00:14:bf:3b:c7:c6",-62,1139692499001
"867",2006-02-11 15:14:59,0,0.05,135,"00:0f:a3:39:dd:cd",-64,1139692499001
"871",2006-02-11 15:14:59,0,0.05,135,"00:14:bf:b1:97:8a",-41,1139692499253
"872",2006-02-11 15:14:59,0,0.05,135,"00:0f:a3:39:e1:c0",-52,1139692499253
"873",2006-02-11 15:14:59,0,0.05,135,"00:14:bf:b1:97:90",-58,1139692499253
"874",2006-02-11 15:14:59,0,0.05,135,"00:14:bf:b1:97:81",-62,1139692499253
"875",2006-02-11 15:14:59,0,0.05,135,"00:14:bf:b1:97:8d",-63,1139692499253
